n,x_4d,y_4d,z_4d,w_4d,x_mm,y_mm,z_mm
479,-0.8567627458,-0.2368033989,0.0000000000,0.1463525492,-47.5528258148,-13.1432778030,6.8352624193
480,0.3831559480,-0.5295084972,0.0000000000,-0.6199593469,21.2662702088,-29.3892626146,-28.9546362523
481,-0.7663118961,0.2368033989,-0.1463525492,0.3831559480,-42.5325404176,13.1432778030,13.5060778084
482,-0.3831559480,0.5295084972,0.0000000000,0.6199593469,-21.2662702088,29.3892626146,28.9546362523
483,0.0000000000,-0.5295084972,0.6199593469,0.3831559480,0.0000000000,-29.3892626146,36.4865074704
484,0.0000000000,-0.3831559480,0.5295084972,0.6199593469,0.0000000000,-21.2662702088,44.8337226107
485,-0.6199593469,0.1463525492,-0.6199593469,-0.1463525492,-34.4095480118,8.1229924058,-25.4268205540
486,-0.6199593469,-0.3831559480,0.0000000000,0.5295084972,-34.4095480118,-21.2662702088,24.7302117551
487,-0.4736067977,0.0000000000,0.0000000000,0.7663118961,-26.2865556060,0.0000000000,35.7898986716
488,-0.7663118961,-0.3831559480,0.2368033989,0.1463525492,-42.5325404176,-21.2662702088,13.9366057229
489,0.5295084972,0.0000000000,0.3831559480,-0.6199593469,29.3892626146,0.0000000000,-17.4644214212
490,0.1463525492,0.0000000000,-0.2368033989,0.8567627458,8.1229924058,0.0000000000,32.9129798651
491,0.0000000000,0.6199593469,0.3831559480,-0.5295084972,0.0000000000,34.4095480118,-13.2399969241
492,-0.6199593469,0.2368033989,-0.3831559480,0.4736067977,-34.4095480118,13.1432778030,10.6291590019
493,0.3831559480,0.2368033989,-0.4736067977,-0.6199593469,21.2662702088,13.1432778030,-43.1573228595
494,-0.1463525492,0.0000000000,-0.2368033989,-0.8567627458,-8.1229924058,0.0000000000,-47.1156664724
495,0.1463525492,-0.2368033989,-0.3831559480,-0.7663118961,8.1229924058,-13.1432778030,-47.2801135026
496,0.7663118961,-0.3831559480,-0.2368033989,-0.1463525492,42.5325404176,-21.2662702088,-13.9366057229
497,0.8567627458,0.0000000000,-0.1463525492,-0.2368033989,47.5528258148,0.0000000000,-15.4485584439
498,0.6199593469,0.2368033989,-0.3831559480,-0.4736067977,34.4095480118,13.1432778030,-33.6095886640
499,-0.6199593469,-0.4736067977,0.2368033989,0.3831559480,-34.4095480118,-26.2865556060,24.9962926394
500,0.0000000000,-0.7663118961,0.0000000000,0.4736067977,0.0000000000,-42.5325404176,22.1193738330
501,0.1463525492,0.3831559480,0.7663118961,0.2368033989,8.1229924058,21.2662702088,34.0401165785
502,-0.1463525492,-0.3831559480,0.7663118961,-0.2368033989,-8.1229924058,-21.2662702088,11.9207427456
503,0.3831559480,0.6199593469,-0.5295084972,0.0000000000,21.2662702088,34.4095480118,-15.8790863584
504,-0.8567627458,0.0000000000,0.1463525492,0.2368033989,-47.5528258148,0.0000000000,15.4485584439
505,0.5295084972,-0.6199593469,0.0000000000,-0.3831559480,29.3892626146,-34.4095480118,-17.8949493358
506,-0.3831559480,-0.1463525492,-0.2368033989,0.7663118961,-21.2662702088,-8.1229924058,28.6885553680
507,0.0000000000,0.4736067977,-0.7663118961,0.0000000000,0.0000000000,26.2865556060,-22.9804296621
508,-0.2368033989,-0.6199593469,-0.4736067977,0.3831559480,-13.1432778030,-34.4095480118,3.6922627286
509,0.1463525492,-0.6199593469,-0.1463525492,-0.6199593469,8.1229924058,-34.4095480118,-33.3435077797
510,-0.6199593469,-0.6199593469,0.1463525492,0.1463525492,-34.4095480118,-34.4095480118,11.2241339467
511,0.3831559480,0.7663118961,0.1463525492,0.2368033989,21.2662702088,42.5325404176,15.4485584439
512,-0.1463525492,-0.8567627458,0.0000000000,0.2368033989,-8.1229924058,-47.5528258148,11.0596869165
513,0.0000000000,-0.8567627458,-0.2368033989,-0.1463525492,0.0000000000,-47.5528258148,-13.9366057229
514,0.0000000000,0.4736067977,0.0000000000,0.7663118961,0.0000000000,26.2865556060,35.7898986716
515,-0.2368033989,0.1463525492,0.0000000000,-0.8567627458,-13.1432778030,8.1229924058,-40.0143231687
516,0.3831559480,0.1463525492,-0.2368033989,-0.7663118961,21.2662702088,8.1229924058,-42.8912419752
517,-0.2368033989,-0.3831559480,0.1463525492,0.7663118961,-13.1432778030,-21.2662702088,40.1787701990
518,0.3831559480,0.4736067977,-0.6199593469,0.2368033989,21.2662702088,26.2865556060,-7.5318712182
519,-0.3831559480,-0.7663118961,0.1463525492,0.2368033989,-21.2662702088,-42.5325404176,15.4485584439
520,-0.5295084972,-0.3831559480,-0.6199593469,0.0000000000,-29.3892626146,-21.2662702088,-18.5915581346
521,0.0000000000,0.0000000000,0.4736067977,0.7663118961,0.0000000000,0.0000000000,49.9925852788
522,0.2368033989,-0.1463525492,0.0000000000,-0.8567627458,13.1432778030,-8.1229924058,-40.0143231687
523,0.4736067977,0.3831559480,-0.2368033989,-0.6199593469,26.2865556060,21.2662702088,-36.0559795559
524,0.3831559480,0.0000000000,-0.6199593469,-0.5295084972,21.2662702088,0.0000000000,-43.3217698898
525,0.6199593469,0.4736067977,0.2368033989,0.3831559480,34.4095480118,26.2865556060,24.9962926394
526,-0.4736067977,-0.2368033989,0.6199593469,0.3831559480,-26.2865556060,-13.1432778030,36.4865074704
527,-0.6199593469,-0.2368033989,0.3831559480,0.4736067977,-34.4095480118,-13.1432778030,33.6095886640
528,-0.7663118961,0.2368033989,0.1463525492,0.3831559480,-42.5325404176,13.1432778030,22.2838208632
529,0.6199593469,-0.1463525492,-0.6199593469,-0.1463525492,34.4095480118,-8.1229924058,-25.4268205540
530,0.1463525492,-0.6199593469,-0.1463525492,0.6199593469,8.1229924058,-34.4095480118,24.5657647249
531,0.2368033989,0.6199593469,-0.4736067977,-0.3831559480,13.1432778030,34.4095480118,-32.0976359430
532,0.1463525492,0.3831559480,-0.7663118961,-0.2368033989,8.1229924058,21.2662702088,-34.0401165785
533,0.0000000000,0.0000000000,-0.7663118961,-0.4736067977,0.0000000000,0.0000000000,-45.0998034950
534,0.7663118961,-0.3831559480,-0.2368033989,0.1463525492,42.5325404176,-21.2662702088,-0.2660808843
535,0.2368033989,0.1463525492,0.7663118961,0.3831559480,13.1432778030,8.1229924058,40.8753789979
536,-0.2368033989,0.1463525492,-0.7663118961,-0.3831559480,-13.1432778030,8.1229924058,-40.8753789979
537,-0.2368033989,0.4736067977,-0.3831559480,-0.6199593469,-13.1432778030,26.2865556060,-40.4448510833
538,0.6199593469,-0.2368033989,0.3831559480,-0.4736067977,34.4095480118,-13.1432778030,-10.6291590019
539,0.2368033989,0.3831559480,-0.1463525492,0.7663118961,13.1432778030,21.2662702088,31.4010271442
540,-0.1463525492,-0.6199593469,-0.6199593469,-0.1463525492,-8.1229924058,-34.4095480118,-25.4268205540
541,-0.3831559480,0.1463525492,0.2368033989,0.7663118961,-21.2662702088,8.1229924058,42.8912419752
542,-0.6199593469,0.4736067977,0.2368033989,-0.3831559480,-34.4095480118,26.2865556060,-10.7936060322
543,-0.2368033989,-0.7663118961,0.3831559480,0.1463525492,-13.1432778030,-42.5325404176,18.3254772503
544,0.3831559480,0.1463525492,0.2368033989,0.7663118961,21.2662702088,8.1229924058,42.8912419752
545,0.6199593469,-0.1463525492,0.6199593469,-0.1463525492,34.4095480118,-8.1229924058,11.7562957153
546,-0.2368033989,0.4736067977,-0.3831559480,0.6199593469,-13.1432778030,26.2865556060,17.4644214212
547,0.3831559480,0.2368033989,-0.4736067977,0.6199593469,21.2662702088,13.1432778030,14.7519496450
548,-0.1463525492,-0.6199593469,0.6199593469,0.1463525492,-8.1229924058,-34.4095480118,25.4268205540
549,0.2368033989,-0.3831559480,-0.1463525492,0.7663118961,13.1432778030,-21.2662702088,31.4010271442
550,0.2368033989,0.3831559480,-0.6199593469,0.4736067977,13.1432778030,21.2662702088,3.5278156983
551,0.8567627458,-0.2368033989,0.0000000000,0.1463525492,47.5528258148,-13.1432778030,6.8352624193
552,0.4736067977,0.2368033989,-0.6199593469,0.3831559480,26.2865556060,13.1432778030,-0.6966087989
553,0.3831559480,0.4736067977,-0.6199593469,-0.2368033989,21.2662702088,26.2865556060,-29.6512450511
554,-0.3831559480,0.4736067977,-0.6199593469,0.2368033989,-21.2662702088,26.2865556060,-7.5318712182
555,-0.3831559480,0.2368033989,-0.7663118961,-0.1463525492,-21.2662702088,13.1432778030,-29.8156920814
556,0.1463525492,0.6199593469,-0.1463525492,-0.6199593469,8.1229924058,34.4095480118,-33.3435077797
557,0.3831559480,0.2368033989,0.4736067977,0.6199593469,21.2662702088,13.1432778030,43.1573228595
558,0.1463525492,-0.3831559480,0.7663118961,0.2368033989,8.1229924058,-21.2662702088,34.0401165785
559,-0.2368033989,-0.6199593469,0.4736067977,0.3831559480,-13.1432778030,-34.4095480118,32.0976359430
560,0.0000000000,0.5295084972,-0.6199593469,-0.3831559480,0.0000000000,29.3892626146,-36.4865074704
561,0.8567627458,0.2368033989,0.0000000000,-0.1463525492,47.5528258148,13.1432778030,-6.8352624193
562,-0.6199593469,-0.5295084972,-0.3831559480,0.0000000000,-34.4095480118,-29.3892626146,-11.4902148310
563,0.3831559480,-0.2368033989,0.7663118961,-0.1463525492,21.2662702088,-13.1432778030,16.1451672427
564,0.6199593469,0.4736067977,-0.2368033989,-0.3831559480,34.4095480118,26.2865556060,-24.9962926394
565,0.1463525492,-0.2368033989,0.8567627458,0.0000000000,8.1229924058,-13.1432778030,25.6929014383
566,-0.3831559480,0.2368033989,-0.4736067977,-0.6199593469,-21.2662702088,13.1432778030,-43.1573228595
567,0.6199593469,0.1463525492,-0.1463525492,0.6199593469,34.4095480118,8.1229924058,24.5657647249
568,-0.3831559480,0.6199593469,0.2368033989,0.4736067977,-21.2662702088,34.4095480118,29.2207171366
569,0.0000000000,0.6199593469,-0.3831559480,0.5295084972,0.0000000000,34.4095480118,13.2399969241
570,0.2368033989,0.7663118961,-0.3831559480,0.1463525492,13.1432778030,42.5325404176,-4.6549524117
571,-0.3831559480,-0.2368033989,0.7663118961,-0.1463525492,-21.2662702088,-13.1432778030,16.1451672427
572,0.1463525492,0.0000000000,0.2368033989,-0.8567627458,8.1229924058,0.0000000000,-32.9129798651
573,-0.1463525492,0.6199593469,-0.6199593469,0.1463525492,-8.1229924058,34.4095480118,-11.7562957153
574,-0.7663118961,0.1463525492,-0.3831559480,0.2368033989,-42.5325404176,8.1229924058,-0.4305279146
575,-0.3831559480,0.2368033989,0.4736067977,-0.6199593469,-21.2662702088,13.1432778030,-14.7519496450
576,-0.2368033989,0.3831559480,-0.1463525492,-0.7663118961,-13.1432778030,21.2662702088,-40.1787701990
577,-0.1463525492,-0.2368033989,0.3831559480,0.7663118961,-8.1229924058,-13.1432778030,47.2801135026
578,0.1463525492,-0.2368033989,0.3831559480,0.7663118961,8.1229924058,-13.1432778030,47.2801135026
579,0.2368033989,0.6199593469,0.4736067977,-0.3831559480,13.1432778030,34.4095480118,-3.6922627286
580,0.4736067977,-0.7663118961,0.0000000000,0.0000000000,26.2865556060,-42.5325404176,0.0000000000
581,-0.4736067977,0.2368033989,-0.6199593469,0.3831559480,-26.2865556060,13.1432778030,-0.6966087989
582,0.6199593469,0.1463525492,0.1463525492,0.6199593469,34.4095480118,8.1229924058,33.3435077797
583,0.4736067977,0.3831559480,-0.2368033989,0.6199593469,26.2865556060,21.2662702088,21.8532929487
584,0.8567627458,0.0000000000,0.1463525492,0.2368033989,47.5528258148,0.0000000000,15.4485584439
585,0.6199593469,0.3831559480,-0.4736067977,0.2368033989,34.4095480118,21.2662702088,-3.1429996908
586,-0.3831559480,0.2368033989,-0.4736067977,0.6199593469,-21.2662702088,13.1432778030,14.7519496450
587,0.4736067977,-0.3831559480,-0.2368033989,-0.6199593469,26.2865556060,-21.2662702088,-36.0559795559
588,-0.2368033989,0.0000000000,-0.8567627458,-0.1463525492,-13.1432778030,0.0000000000,-32.5281638576
589,0.6199593469,0.5295084972,0.3831559480,0.0000000000,34.4095480118,29.3892626146,11.4902148310
590,0.6199593469,0.3831559480,0.4736067977,0.2368033989,34.4095480118,21.2662702088,25.2623735237
591,-0.3831559480,-0.5295084972,0.0000000000,-0.6199593469,-21.2662702088,-29.3892626146,-28.9546362523
592,-0.7663118961,0.2368033989,-0.1463525492,-0.3831559480,-42.5325404176,13.1432778030,-22.2838208632
593,0.2368033989,-0.1463525492,0.7663118961,0.3831559480,13.1432778030,-8.1229924058,40.8753789979
594,0.0000000000,0.1463525492,0.8567627458,-0.2368033989,0.0000000000,8.1229924058,14.6332145218
595,0.0000000000,0.3831559480,-0.5295084972,-0.6199593469,0.0000000000,21.2662702088,-44.8337226107
596,0.4736067977,0.0000000000,0.7663118961,0.0000000000,26.2865556060,0.0000000000,22.9804296621
597,-0.2368033989,0.0000000000,0.8567627458,0.1463525492,-13.1432778030,0.0000000000,32.5281638576
598,-0.1463525492,0.6199593469,0.6199593469,0.1463525492,-8.1229924058,34.4095480118,25.4268205540
599,-0.3831559480,0.6199593469,-0.2368033989,-0.4736067977,-21.2662702088,34.4095480118,-29.2207171366
600,-0.6199593469,0.1463525492,0.6199593469,0.1463525492,-34.4095480118,8.1229924058,25.4268205540
601,-0.1463525492,-0.1463525492,-0.6199593469,-0.6199593469,-8.1229924058,-8.1229924058,-47.5461943869
602,0.4736067977,0.0000000000,0.0000000000,0.7663118961,26.2865556060,0.0000000000,35.7898986716
603,-0.7663118961,0.0000000000,0.0000000000,-0.4736067977,-42.5325404176,0.0000000000,-22.1193738330
604,-0.6199593469,0.3831559480,0.0000000000,0.5295084972,-34.4095480118,21.2662702088,24.7302117551
605,0.1463525492,-0.7663118961,0.2368033989,0.3831559480,8.1229924058,-42.5325404176,24.9962926394
606,0.1463525492,-0.6199593469,0.1463525492,0.6199593469,8.1229924058,-34.4095480118,33.3435077797
607,0.3831559480,-0.2368033989,-0.7663118961,0.1463525492,21.2662702088,-13.1432778030,-16.1451672427
608,-0.4736067977,0.3831559480,-0.2368033989,0.6199593469,-26.2865556060,21.2662702088,21.8532929487
609,0.2368033989,0.4736067977,0.3831559480,-0.6199593469,13.1432778030,26.2865556060,-17.4644214212
610,-0.1463525492,-0.6199593469,0.6199593469,-0.1463525492,-8.1229924058,-34.4095480118,11.7562957153
611,-0.7663118961,0.3831559480,0.2368033989,-0.1463525492,-42.5325404176,21.2662702088,0.2660808843
612,0.3831559480,0.0000000000,0.6199593469,0.5295084972,21.2662702088,0.0000000000,43.3217698898
613,-0.7663118961,0.0000000000,-0.4736067977,0.0000000000,-42.5325404176,0.0000000000,-14.2026866072
614,0.2368033989,-0.3831559480,-0.6199593469,0.4736067977,13.1432778030,-21.2662702088,3.5278156983
615,-0.3831559480,0.1463525492,-0.2368033989,-0.7663118961,-21.2662702088,8.1229924058,-42.8912419752
616,0.0000000000,0.3831559480,-0.5295084972,0.6199593469,0.0000000000,21.2662702088,13.0755498938
617,0.8567627458,0.1463525492,-0.2368033989,0.0000000000,47.5528258148,8.1229924058,-7.1013433036
618,0.6199593469,0.3831559480,-0.4736067977,-0.2368033989,34.4095480118,21.2662702088,-25.2623735237
619,0.2368033989,-0.4736067977,-0.3831559480,-0.6199593469,13.1432778030,-26.2865556060,-40.4448510833
620,0.0000000000,-0.2368033989,-0.1463525492,0.8567627458,0.0000000000,-13.1432778030,35.6254516413
621,0.5295084972,0.0000000000,-0.3831559480,-0.6199593469,29.3892626146,0.0000000000,-40.4448510833
622,-0.6199593469,-0.5295084972,0.3831559480,0.0000000000,-34.4095480118,-29.3892626146,11.4902148310
623,-0.1463525492,0.3831559480,-0.7663118961,0.2368033989,-8.1229924058,21.2662702088,-11.9207427456
624,0.0000000000,0.7663118961,0.0000000000,-0.4736067977,0.0000000000,42.5325404176,-22.1193738330
625,0.2368033989,0.4736067977,0.3831559480,0.6199593469,13.1432778030,26.2865556060,40.4448510833
626,0.1463525492,-0.1463525492,-0.6199593469,-0.6199593469,8.1229924058,-8.1229924058,-47.5461943869
627,0.4736067977,0.6199593469,0.3831559480,0.2368033989,26.2865556060,34.4095480118,22.5499017475
628,-0.1463525492,-0.6199593469,0.1463525492,-0.6199593469,-8.1229924058,-34.4095480118,-24.5657647249
629,0.0000000000,-0.4736067977,0.7663118961,0.0000000000,0.0000000000,-26.2865556060,22.9804296621
630,-0.3831559480,0.0000000000,0.6199593469,-0.5295084972,-21.2662702088,0.0000000000,-6.1386536205
631,-0.2368033989,0.7663118961,-0.3831559480,-0.1463525492,-13.1432778030,42.5325404176,-18.3254772503
632,-0.1463525492,0.8567627458,0.0000000000,-0.2368033989,-8.1229924058,47.5528258148,-11.0596869165
633,-0.3831559480,0.4736067977,-0.6199593469,-0.2368033989,-21.2662702088,26.2865556060,-29.6512450511
634,0.1463525492,0.2368033989,0.3831559480,0.7663118961,8.1229924058,13.1432778030,47.2801135026
635,-0.3831559480,0.2368033989,0.4736067977,0.6199593469,-21.2662702088,13.1432778030,43.1573228595
636,-0.3831559480,0.2368033989,0.7663118961,0.1463525492,-21.2662702088,13.1432778030,29.8156920814
637,-0.2368033989,-0.8567627458,0.1463525492,0.0000000000,-13.1432778030,-47.5528258148,4.3888715274
638,0.2368033989,0.3831559480,0.6199593469,-0.4736067977,13.1432778030,21.2662702088,-3.5278156983
639,-0.1463525492,-0.2368033989,-0.3831559480,0.7663118961,-8.1229924058,-13.1432778030,24.2996838406
640,-0.6199593469,-0.1463525492,0.1463525492,-0.6199593469,-34.4095480118,-8.1229924058,-24.5657647249
641,0.0000000000,-0.3831559480,-0.5295084972,0.6199593469,0.0000000000,-21.2662702088,13.0755498938
642,0.6199593469,-0.5295084972,0.3831559480,0.0000000000,34.4095480118,-29.3892626146,11.4902148310
643,-0.3831559480,0.5295084972,0.0000000000,-0.6199593469,-21.2662702088,29.3892626146,-28.9546362523
644,0.0000000000,0.2368033989,0.1463525492,-0.8567627458,0.0000000000,13.1432778030,-35.6254516413
645,-0.5295084972,0.3831559480,-0.6199593469,0.0000000000,-29.3892626146,21.2662702088,-18.5915581346
646,0.2368033989,-0.7663118961,0.3831559480,-0.1463525492,13.1432778030,-42.5325404176,4.6549524117
647,-0.4736067977,0.7663118961,0.0000000000,0.0000000000,-26.2865556060,42.5325404176,0.0000000000
648,0.6199593469,-0.3831559480,-0.4736067977,0.2368033989,34.4095480118,-21.2662702088,-3.1429996908
649,-0.6199593469,0.6199593469,0.1463525492,-0.1463525492,-34.4095480118,34.4095480118,-2.4463908919
650,0.6199593469,0.0000000000,0.5295084972,0.3831559480,34.4095480118,0.0000000000,33.7740356942
651,-0.2368033989,0.1463525492,-0.7663118961,0.3831559480,-13.1432778030,8.1229924058,-5.0854803263
652,0.4736067977,-0.2368033989,-0.6199593469,-0.3831559480,26.2865556060,-13.1432778030,-36.4865074704
653,-0.3831559480,-0.6199593469,0.5295084972,0.0000000000,-21.2662702088,-34.4095480118,15.8790863584
654,-0.1463525492,0.1463525492,-0.6199593469,0.6199593469,-8.1229924058,8.1229924058,10.3630781176
655,0.3831559480,0.7663118961,-0.1463525492,-0.2368033989,21.2662702088,42.5325404176,-15.4485584439
656,0.0000000000,0.0000000000,-0.7663118961,0.4736067977,0.0000000000,0.0000000000,-0.8610558291
657,0.6199593469,-0.3831559480,0.4736067977,0.2368033989,34.4095480118,-21.2662702088,25.2623735237
658,0.6199593469,0.2368033989,0.3831559480,0.4736067977,34.4095480118,13.1432778030,33.6095886640
659,-0.2368033989,0.3831559480,-0.6199593469,-0.4736067977,-13.1432778030,21.2662702088,-40.7109319676
660,0.1463525492,-0.3831559480,0.7663118961,-0.2368033989,8.1229924058,-21.2662702088,11.9207427456
661,-0.7663118961,-0.1463525492,0.3831559480,0.2368033989,-42.5325404176,-8.1229924058,22.5499017475
662,-0.1463525492,0.7663118961,0.2368033989,0.3831559480,-8.1229924058,42.5325404176,24.9962926394
663,-0.6199593469,0.0000000000,0.5295084972,0.3831559480,-34.4095480118,0.0000000000,33.7740356942
664,-0.6199593469,-0.1463525492,0.6199593469,-0.1463525492,-34.4095480118,-8.1229924058,11.7562957153
665,0.2368033989,0.8567627458,-0.1463525492,0.0000000000,13.1432778030,47.5528258148,-4.3888715274
666,0.3831559480,-0.1463525492,0.2368033989,-0.7663118961,21.2662702088,-8.1229924058,-28.6885553680
667,0.0000000000,-0.3831559480,-0.5295084972,-0.6199593469,0.0000000000,-21.2662702088,-44.8337226107
668,-0.7663118961,0.2368033989,0.1463525492,-0.3831559480,-42.5325404176,13.1432778030,-13.5060778084
669,-0.6199593469,0.1463525492,-0.6199593469,0.1463525492,-34.4095480118,8.1229924058,-11.7562957153
670,0.6199593469,0.3831559480,0.4736067977,-0.2368033989,34.4095480118,21.2662702088,3.1429996908
671,-0.6199593469,0.2368033989,0.3831559480,-0.4736067977,-34.4095480118,13.1432778030,-10.6291590019
672,0.3831559480,0.6199593469,0.2368033989,-0.4736067977,21.2662702088,34.4095480118,-15.0180305293
673,-0.8567627458,0.0000000000,-0.1463525492,-0.2368033989,-47.5528258148,0.0000000000,-15.4485584439
674,0.2368033989,0.1463525492,0.7663118961,-0.3831559480,13.1432778030,8.1229924058,5.0854803263
675,0.4736067977,0.3831559480,0.2368033989,-0.6199593469,26.2865556060,21.2662702088,-21.8532929487
676,0.6199593469,-0.6199593469,0.1463525492,-0.1463525492,34.4095480118,-34.4095480118,-2.4463908919
677,-0.7663118961,0.0000000000,0.4736067977,0.0000000000,-42.5325404176,0.0000000000,14.2026866072
678,0.2368033989,-0.4736067977,-0.3831559480,0.6199593469,13.1432778030,-26.2865556060,17.4644214212
679,-0.1463525492,0.1463525492,0.6199593469,-0.6199593469,-8.1229924058,8.1229924058,-10.3630781176
680,0.3831559480,0.6199593469,-0.2368033989,0.4736067977,21.2662702088,34.4095480118,15.0180305293
681,0.6199593469,-0.3831559480,-0.4736067977,-0.2368033989,34.4095480118,-21.2662702088,-25.2623735237
682,0.2368033989,0.6199593469,-0.4736067977,0.3831559480,13.1432778030,34.4095480118,3.6922627286
683,0.6199593469,-0.6199593469,-0.1463525492,-0.1463525492,34.4095480118,-34.4095480118,-11.2241339467
684,0.8567627458,0.0000000000,0.1463525492,-0.2368033989,47.5528258148,0.0000000000,-6.6708153891
685,0.2368033989,-0.6199593469,-0.4736067977,-0.3831559480,13.1432778030,-34.4095480118,-32.0976359430
686,-0.2368033989,-0.7663118961,-0.3831559480,0.1463525492,-13.1432778030,-42.5325404176,-4.6549524117
687,-0.2368033989,-0.1463525492,0.0000000000,0.8567627458,-13.1432778030,-8.1229924058,40.0143231687
688,0.1463525492,-0.7663118961,-0.2368033989,0.3831559480,8.1229924058,-42.5325404176,10.7936060322
689,-0.6199593469,-0.1463525492,-0.6199593469,-0.1463525492,-34.4095480118,-8.1229924058,-25.4268205540
690,-0.1463525492,0.6199593469,-0.1463525492,0.6199593469,-8.1229924058,34.4095480118,24.5657647249
691,-0.4736067977,0.6199593469,0.3831559480,0.2368033989,-26.2865556060,34.4095480118,22.5499017475
692,-0.6199593469,0.4736067977,0.2368033989,0.3831559480,-34.4095480118,26.2865556060,24.9962926394
693,0.1463525492,-0.8567627458,0.0000000000,0.2368033989,8.1229924058,-47.5528258148,11.0596869165
694,0.2368033989,-0.3831559480,0.6199593469,-0.4736067977,13.1432778030,-21.2662702088,-3.5278156983
695,0.0000000000,-0.8567627458,-0.2368033989,0.1463525492,0.0000000000,-47.5528258148,-0.2660808843
696,-0.5295084972,0.0000000000,0.3831559480,-0.6199593469,-29.3892626146,0.0000000000,-17.4644214212
697,-0.4736067977,0.3831559480,0.2368033989,-0.6199593469,-26.2865556060,21.2662702088,-21.8532929487
698,0.2368033989,-0.7663118961,-0.3831559480,-0.1463525492,13.1432778030,-42.5325404176,-18.3254772503
699,0.4736067977,0.6199593469,0.3831559480,-0.2368033989,26.2865556060,34.4095480118,0.4305279146
700,0.6199593469,-0.1463525492,-0.1463525492,0.6199593469,34.4095480118,-8.1229924058,24.5657647249
701,-0.3831559480,0.7663118961,0.1463525492,0.2368033989,-21.2662702088,42.5325404176,15.4485584439
702,0.7663118961,-0.1463525492,-0.3831559480,0.2368033989,42.5325404176,-8.1229924058,-0.4305279146
703,0.7663118961,0.2368033989,0.1463525492,0.3831559480,42.5325404176,13.1432778030,22.2838208632
704,0.1463525492,0.6199593469,0.6199593469,-0.1463525492,8.1229924058,34.4095480118,11.7562957153
705,0.1463525492,0.7663118961,0.2368033989,-0.3831559480,8.1229924058,42.5325404176,-10.7936060322
706,0.5295084972,-0.6199593469,0.0000000000,0.3831559480,29.3892626146,-34.4095480118,17.8949493358
707,-0.1463525492,0.7663118961,0.2368033989,-0.3831559480,-8.1229924058,42.5325404176,-10.7936060322
708,-0.4736067977,-0.2368033989,-0.6199593469,-0.3831559480,-26.2865556060,-13.1432778030,-36.4865074704
709,0.0000000000,-0.6199593469,0.3831559480,-0.5295084972,0.0000000000,-34.4095480118,-13.2399969241
710,-0.2368033989,0.3831559480,0.6199593469,0.4736067977,-13.1432778030,21.2662702088,40.7109319676
711,0.2368033989,-0.3831559480,0.1463525492,-0.7663118961,13.1432778030,-21.2662702088,-31.4010271442
712,-0.3831559480,-0.6199593469,0.2368033989,0.4736067977,-21.2662702088,-34.4095480118,29.2207171366
713,-0.7663118961,0.0000000000,0.0000000000,0.4736067977,-42.5325404176,0.0000000000,22.1193738330
714,-0.7663118961,-0.2368033989,-0.1463525492,-0.3831559480,-42.5325404176,-13.1432778030,-22.2838208632
715,-0.7663118961,-0.3831559480,0.2368033989,-0.1463525492,-42.5325404176,-21.2662702088,0.2660808843
716,0.0000000000,0.8567627458,0.2368033989,-0.1463525492,0.0000000000,47.5528258148,0.2660808843
717,-0.4736067977,0.6199593469,0.3831559480,-0.2368033989,-26.2865556060,34.4095480118,0.4305279146
718,0.0000000000,0.6199593469,-0.3831559480,-0.5295084972,0.0000000000,34.4095480118,-36.2204265861
719,0.6199593469,-0.3831559480,0.4736067977,-0.2368033989,34.4095480118,-21.2662702088,3.1429996908
